#{"t_start": 1613974487.2586246, "env_id": "sdnsampling-v1"}
r,l,t
0.784773,1,914.628047
0.525291,1,915.396056
0.798623,1,916.171956
0.196245,1,916.957388
0.711452,1,917.740862
0.7304,1,918.507273
0.676774,1,919.283409
0.741134,1,920.049304
0.787528,1,921.523807
0.651404,1,922.287921
0.744402,1,923.047928
0.733684,1,923.80223
0.44666,1,925.265409
0.633295,1,926.03564
0.484079,1,926.805447
0.690149,1,927.563749
0.698513,1,928.989778
0.393843,1,929.755574
0.689417,1,931.170765
0.256919,1,932.612906
0.351845,1,933.37371
0.583526,1,934.130203
0.582228,1,934.888075
0.521983,1,935.646517
0.792554,1,936.411019
0.531154,1,937.178756
0.454105,1,937.936037
0.604495,1,938.690038
0.701786,1,940.124885
0.74327,1,940.890352
0.662985,1,941.653721
0.732177,1,942.411945
0.651906,1,943.193738
0.584133,1,943.961459
0.664426,1,944.719537
0.545406,1,945.493556
0.498966,1,946.265718
0.622603,1,947.035247
0.562432,1,947.795779
0.481424,1,948.565615
0.648178,1,949.328534
0.077824,1,950.096697
0.783407,1,951.584981
0.732144,1,952.354949
0.734289,1,953.127491
0.718525,1,953.88546
0.727101,1,954.648705
0.569908,1,955.416854
0.652794,1,956.176312
0.799313,1,957.505677
0.693634,1,958.282439
0.660698,1,959.059198
0.670113,1,959.834582
0.659154,1,960.608209
0.619305,1,961.373105
0.60014,1,962.14883
0.613222,1,963.64408
